,,0,0,0
bonjour,,0.2132558822631836,0,0.21970915794372559
,bonj*,0,5.497297525405884,5.4980597496032715
,bonj.*,0,3.7673892974853516,3.7679407596588135
,t.*,0,2.4688401222229004,2.474679708480835
,bon.*,0,3.901763916015625,3.91007924079895
,bonj.*,0,2.534414768218994,2.5349881649017334
,bonjour,0,2.80450701713562,2.805025339126587
,the,0,1.961411952972412,1.9673066139221191
,Bonjour,0,3.0216729640960693,3.0221314430236816
,justi.*,0,0,0.270740270614624
,justi.*,0,0,0.043114423751831055
,justi.*,0,0,0.05358171463012695
,bonj.*,0,0,0.17063665390014648
,bonj.*,0,0,0.05206704139709473
,bonj.*,0,0,0.1126556396484375
,bonj.*,0,0,0.05674266815185547
,bonj.*,0,0,0.04555320739746094
,bonj.*,0,0,0.04288458824157715
,justi.*,0,0,0.051006317138671875
,justi.*,0,0,0.049189090728759766
,justi.*,0,0,0.04907536506652832
,justi.*,0,0,0.050891876220703125
,,0,0,0
bonjour,,0.1926119327545166,0,0.19846844673156738
,bonjour,0,30.919539213180542,30.92539644241333
,bonjo.*,0,26.892361402511597,26.897499561309814
,,0,0,0
,bonj.*,0,21.659389972686768,21.682766675949097
bonjour,,30.229830265045166,0,30.233535528182983
,,0,0,0
bonjour,,0.14423775672912598,0,0.14917755126953125
,bonj.*,0,1.654247760772705,1.6546604633331299
,,0,0,0
bonjour,,0.09629034996032715,0,0.10119318962097168
,bonj.*,0,24.779338359832764,24.785480737686157
bonjour,,0.10550308227539062,0,0.1230463981628418
,bonj.*,0,21.990310668945312,21.996217727661133
,lov.*,0,19.32682752609253,19.33741784095764
